id,data,produto,cliente,quantidade
2126,2022-05-08,PAPEL,DOLLY,88
2127,2022-03-23,PAPEL,XOQUE,92
2128,2022-11-19,PLASTICO,ACALME,118
2129,2022-09-04,BORRACHA,ACALME,100
2130,2022-05-29,FARINHA,DOLLY,112
2131,2022-11-25,CANETA,DOLLY,131
2132,2022-03-04,ADESIVO,MACAXEIRA,109
2133,2022-04-19,CANETA,CHIMBALAIE,113
2134,2022-07-17,SABAO,MACAXEIRA,64
2135,2022-06-12,SABAO,CHIMBALAIE,80
2136,2022-02-11,FARINHA,ACALME,105
2137,2023-01-10,CAFE,ACALME,124
2138,2022-08-03,ADESIVO,PILAO,101
2139,2022-02-27,FARINHA,PILAO,103
2140,2022-03-21,SABAO,DOLLY,142
2141,2022-08-23,ADESIVO,XOQUE,87
2142,2022-06-19,SABAO,ACALME,88
2143,2022-07-03,PLASTICO,DOLLY,107
2144,2022-08-29,CANETA,MACAXEIRA,79
2145,2022-05-09,CANETA,DOLLY,68
2146,2022-02-04,ADESIVO,SANTAROSA,108
2147,2022-09-14,SAL,MACAXEIRA,59
2148,2022-05-11,SAL,MACAXEIRA,111
2149,2022-11-14,CAFE,CHIMBALAIE,122
2150,2023-01-04,ADESIVO,CHIMBALAIE,73
2151,2022-01-07,ADESIVO,DOLLY,122
2152,2022-10-02,PAPEL,SANTAROSA,51
2153,2022-07-02,BORRACHA,CHIMBALAIE,100
2154,2022-09-26,CAFE,PILAO,98
2155,2022-01-10,SAL,MACAXEIRA,111
2156,2022-05-15,CANETA,XOQUE,84
2157,2022-10-05,PAPEL,CHIMBALAIE,121
2158,2023-01-29,CAFE,CHIMBALAIE,83
2159,2023-01-30,PAPEL,CHIMBALAIE,120
2160,2022-02-14,CANETA,CHIMBALAIE,62
2161,2022-08-02,CANETA,SANTAROSA,71
2162,2022-04-18,CAFE,MACAXEIRA,106
2163,2022-11-08,CAFE,MACAXEIRA,101
2164,2022-12-21,SAL,PILAO,139
2165,2022-12-15,FARINHA,CHIMBALAIE,116
2166,2022-02-23,PLASTICO,DOLLY,63
2167,2022-09-08,FARINHA,ACALME,98
2168,2023-01-20,SAL,XOQUE,60
2169,2022-03-01,SABAO,PILAO,106
2170,2023-01-14,ADESIVO,MACAXEIRA,148
2171,2022-08-18,FARINHA,ACALME,74
2172,2022-06-17,BORRACHA,MACAXEIRA,95
2173,2022-10-10,FARINHA,ACALME,121
2174,2022-04-24,SAL,CHIMBALAIE,139
2175,2022-04-09,CANETA,SANTAROSA,90
2176,2022-03-23,SAL,ACALME,67
2177,2022-12-09,CANETA,CHIMBALAIE,76
2178,2022-10-05,PLASTICO,CHIMBALAIE,128
2179,2022-11-15,CANETA,PILAO,113
2180,2022-12-17,PAPEL,PILAO,141
2181,2022-07-11,FARINHA,CHIMBALAIE,91
2182,2022-02-01,SABAO,MACAXEIRA,106
2183,2022-05-14,PAPEL,XOQUE,128
2184,2023-01-01,FARINHA,SANTAROSA,144
2185,2022-01-03,SABAO,ACALME,56
2186,2022-11-03,PAPEL,PILAO,89
2187,2022-01-27,FARINHA,MACAXEIRA,50
2188,2022-04-05,ADESIVO,XOQUE,63
2189,2022-12-12,SAL,XOQUE,77
2190,2022-12-26,ADESIVO,ACALME,110
2191,2022-06-07,CAFE,MACAXEIRA,135
2192,2022-03-15,CANETA,CHIMBALAIE,88
2193,2022-06-22,CANETA,CHIMBALAIE,50
2194,2022-03-03,CAFE,ACALME,108
2195,2022-12-30,CANETA,PILAO,116
2196,2022-10-07,FARINHA,SANTAROSA,120
2197,2022-08-14,SABAO,MACAXEIRA,97
2198,2022-07-24,SABAO,SANTAROSA,70
2199,2023-01-03,SABAO,MACAXEIRA,83
2200,2022-11-10,SAL,SANTAROSA,63
2201,2022-02-12,CANETA,ACALME,65
2202,2022-11-18,FARINHA,CHIMBALAIE,143
2203,2022-11-07,CANETA,MACAXEIRA,73
2204,2022-11-18,FARINHA,CHIMBALAIE,78
2205,2022-10-13,BORRACHA,SANTAROSA,112
2206,2022-01-22,CAFE,DOLLY,141
2207,2022-06-11,SAL,ACALME,90
2208,2022-02-18,BORRACHA,DOLLY,77
2209,2022-11-14,PAPEL,XOQUE,89
2210,2022-08-06,PAPEL,DOLLY,67
2211,2022-07-25,SAL,CHIMBALAIE,88
2212,2022-01-14,BORRACHA,MACAXEIRA,60
2213,2022-04-18,ADESIVO,PILAO,52
2214,2022-11-26,CAFE,PILAO,134
2215,2022-07-04,PLASTICO,ACALME,149
2216,2022-09-22,SAL,CHIMBALAIE,132
2217,2022-10-28,FARINHA,XOQUE,85
2218,2022-12-31,FARINHA,CHIMBALAIE,84
2219,2022-04-17,SABAO,MACAXEIRA,104
2220,2023-01-11,SAL,PILAO,102
2221,2022-08-21,ADESIVO,XOQUE,144
2222,2022-02-28,PAPEL,SANTAROSA,71
2223,2022-10-06,PAPEL,XOQUE,66
2224,2022-04-16,FARINHA,XOQUE,111
2225,2022-06-08,SABAO,CHIMBALAIE,102
2226,2022-04-11,PAPEL,ACALME,128
2227,2022-08-02,CANETA,ACALME,93
2228,2022-04-20,BORRACHA,PILAO,145
2229,2022-12-19,SABAO,XOQUE,134
2230,2022-11-29,BORRACHA,XOQUE,110
2231,2022-01-28,PLASTICO,DOLLY,55
2232,2022-11-08,ADESIVO,MACAXEIRA,116
2233,2023-01-18,PAPEL,XOQUE,113
2234,2022-05-06,SAL,SANTAROSA,92
2235,2022-05-13,SAL,MACAXEIRA,69
2236,2022-04-11,BORRACHA,PILAO,133
2237,2022-09-04,PLASTICO,MACAXEIRA,123
2238,2022-06-07,CAFE,CHIMBALAIE,148
2239,2023-01-21,PAPEL,MACAXEIRA,133
2240,2022-02-25,FARINHA,ACALME,72
2241,2022-08-17,CAFE,SANTAROSA,67
2242,2022-01-18,ADESIVO,ACALME,144
2243,2022-05-18,PAPEL,MACAXEIRA,89
2244,2022-04-02,CAFE,SANTAROSA,92
2245,2022-04-13,PLASTICO,XOQUE,123
2246,2022-03-23,FARINHA,XOQUE,68
2247,2022-08-23,PLASTICO,CHIMBALAIE,70
2248,2022-04-01,ADESIVO,DOLLY,132
2249,2022-07-22,CANETA,ACALME,55
2250,2022-06-20,FARINHA,PILAO,54
2251,2022-12-10,CAFE,DOLLY,70
2252,2022-06-12,CAFE,ACALME,104
2253,2022-08-13,BORRACHA,PILAO,138
2254,2023-01-17,SAL,MACAXEIRA,119
2255,2022-08-23,SAL,ACALME,101
2256,2022-10-26,PAPEL,CHIMBALAIE,132
2257,2022-05-01,CANETA,ACALME,82
2258,2022-10-16,CAFE,DOLLY,142
2259,2022-03-06,FARINHA,DOLLY,84
2260,2022-02-08,SAL,MACAXEIRA,64
2261,2022-04-18,SABAO,MACAXEIRA,132
2262,2022-10-06,PLASTICO,DOLLY,142
2263,2022-06-01,PLASTICO,ACALME,130
2264,2023-01-17,FARINHA,MACAXEIRA,143
2265,2022-07-01,PLASTICO,ACALME,77
2266,2022-05-07,CANETA,SANTAROSA,70
2267,2022-12-05,ADESIVO,CHIMBALAIE,119
2268,2022-04-17,SABAO,PILAO,65
2269,2023-01-30,FARINHA,XOQUE,142
2270,2022-04-15,FARINHA,ACALME,102
2271,2022-06-28,SAL,SANTAROSA,91
2272,2022-10-27,PLASTICO,XOQUE,58
2273,2022-04-20,PLASTICO,XOQUE,50
2274,2022-02-17,PLASTICO,MACAXEIRA,60
2275,2022-05-22,PLASTICO,CHIMBALAIE,57
2276,2022-03-01,PLASTICO,CHIMBALAIE,84
2277,2022-10-24,SAL,SANTAROSA,101
2278,2023-01-22,PLASTICO,XOQUE,97
2279,2022-04-24,FARINHA,CHIMBALAIE,126
2280,2022-08-13,SAL,XOQUE,121
2281,2022-12-17,CAFE,XOQUE,84
2282,2022-10-04,ADESIVO,CHIMBALAIE,122
2283,2022-04-22,BORRACHA,XOQUE,134
2284,2022-02-12,FARINHA,XOQUE,70
2285,2022-01-15,SABAO,CHIMBALAIE,120
2286,2022-09-07,CAFE,XOQUE,80
2287,2023-01-20,PAPEL,MACAXEIRA,147
2288,2022-07-21,SAL,CHIMBALAIE,60
2289,2022-08-22,CANETA,DOLLY,123
2290,2023-01-21,CANETA,MACAXEIRA,113
2291,2023-01-02,PLASTICO,CHIMBALAIE,119
2292,2022-07-18,ADESIVO,PILAO,108
2293,2022-12-09,FARINHA,ACALME,132
2294,2022-02-24,ADESIVO,CHIMBALAIE,149
2295,2022-11-04,PAPEL,XOQUE,57
2296,2022-10-18,CAFE,CHIMBALAIE,59
2297,2022-08-22,FARINHA,XOQUE,73
2298,2022-06-12,BORRACHA,PILAO,91
2299,2022-08-24,CANETA,SANTAROSA,55
2300,2022-08-08,PAPEL,XOQUE,101
2301,2022-02-01,CAFE,CHIMBALAIE,100
2302,2022-07-23,PLASTICO,PILAO,136
2303,2022-07-23,SAL,XOQUE,122
2304,2023-01-19,SAL,CHIMBALAIE,123
2305,2022-12-05,CANETA,PILAO,96
2306,2022-09-06,ADESIVO,DOLLY,73
2307,2022-05-02,PLASTICO,CHIMBALAIE,91
2308,2022-08-25,BORRACHA,ACALME,134
2309,2022-03-14,BORRACHA,CHIMBALAIE,80
2310,2023-01-06,PAPEL,XOQUE,73
2311,2022-06-20,CANETA,SANTAROSA,60
2312,2023-01-22,BORRACHA,SANTAROSA,141
2313,2022-12-07,SAL,MACAXEIRA,70
2314,2022-12-13,PLASTICO,DOLLY,104
2315,2022-09-04,PLASTICO,DOLLY,92
2316,2022-11-11,CAFE,MACAXEIRA,105
2317,2022-09-12,PLASTICO,CHIMBALAIE,131
2318,2022-05-16,SABAO,CHIMBALAIE,121
2319,2022-06-29,PAPEL,CHIMBALAIE,98
2320,2022-04-27,PAPEL,XOQUE,145
2321,2022-04-02,SAL,XOQUE,89
2322,2022-01-13,CAFE,CHIMBALAIE,95
2323,2022-07-28,FARINHA,PILAO,143
2324,2022-04-29,CAFE,PILAO,131
2325,2022-01-12,CAFE,MACAXEIRA,135
2326,2022-12-04,PLASTICO,SANTAROSA,135
2327,2022-04-12,ADESIVO,XOQUE,136
2328,2022-10-25,FARINHA,SANTAROSA,105
2329,2022-05-27,BORRACHA,CHIMBALAIE,76
2330,2022-10-10,CANETA,ACALME,102
2331,2022-01-27,PAPEL,CHIMBALAIE,111
2332,2022-02-27,BORRACHA,MACAXEIRA,140
2333,2022-05-30,PLASTICO,MACAXEIRA,94
2334,2022-07-13,CANETA,ACALME,58
2335,2022-02-26,BORRACHA,ACALME,103
2336,2022-07-26,ADESIVO,XOQUE,63
2337,2022-03-04,CANETA,PILAO,136
2338,2022-03-11,PAPEL,XOQUE,96
2339,2022-06-01,CANETA,DOLLY,142
2340,2023-01-07,FARINHA,XOQUE,97
2341,2022-12-24,SAL,PILAO,124
2342,2022-05-20,FARINHA,MACAXEIRA,73
2343,2022-03-30,SABAO,ACALME,69
2344,2022-01-10,PLASTICO,PILAO,86
2345,2022-06-18,SABAO,SANTAROSA,107
2346,2022-04-16,FARINHA,MACAXEIRA,132
2347,2022-12-09,PLASTICO,PILAO,132
2348,2022-03-26,PLASTICO,DOLLY,106
2349,2022-04-15,PLASTICO,PILAO,78
2350,2022-04-09,SAL,ACALME,135
2351,2022-04-09,ADESIVO,MACAXEIRA,139
2352,2022-10-17,SAL,DOLLY,138
2353,2022-04-04,SABAO,XOQUE,99
2354,2022-12-03,SABAO,PILAO,89
2355,2022-11-03,CAFE,MACAXEIRA,62
2356,2023-01-23,CANETA,ACALME,80
2357,2022-02-26,ADESIVO,ACALME,111
2358,2022-02-17,SABAO,MACAXEIRA,63
2359,2022-02-13,BORRACHA,SANTAROSA,143
2360,2022-05-27,ADESIVO,PILAO,56
2361,2022-02-04,ADESIVO,CHIMBALAIE,79
2362,2022-10-04,SAL,PILAO,69
2363,2022-03-21,PLASTICO,ACALME,100
2364,2022-12-23,CAFE,PILAO,120
2365,2022-04-09,ADESIVO,XOQUE,109
2366,2022-07-31,ADESIVO,DOLLY,73
2367,2022-04-19,BORRACHA,ACALME,147
2368,2022-07-19,ADESIVO,ACALME,61
2369,2022-12-07,PLASTICO,SANTAROSA,142
2370,2022-03-07,PLASTICO,XOQUE,123
2371,2023-01-23,PAPEL,SANTAROSA,138
2372,2022-08-30,CANETA,XOQUE,122
2373,2022-05-01,ADESIVO,PILAO,127
2374,2022-10-17,SABAO,DOLLY,148
2375,2023-01-28,PAPEL,XOQUE,69
2376,2022-05-27,SAL,CHIMBALAIE,115
2377,2022-09-30,PLASTICO,ACALME,106
2378,2022-07-22,PAPEL,CHIMBALAIE,102
2379,2022-01-14,CAFE,SANTAROSA,79
2380,2022-12-07,SAL,ACALME,144
2381,2022-08-29,FARINHA,PILAO,149
2382,2022-03-30,SABAO,SANTAROSA,144
2383,2022-10-31,FARINHA,XOQUE,58
2384,2022-07-07,SAL,CHIMBALAIE,71
2385,2022-07-21,SAL,DOLLY,122
2386,2022-06-15,SABAO,PILAO,113
2387,2022-09-28,SABAO,MACAXEIRA,128
2388,2022-07-14,BORRACHA,DOLLY,146
2389,2022-10-19,CANETA,MACAXEIRA,128
2390,2022-12-04,FARINHA,XOQUE,131
2391,2022-12-08,SABAO,CHIMBALAIE,126
2392,2022-05-26,SABAO,PILAO,68
2393,2022-12-03,BORRACHA,ACALME,76
2394,2022-12-28,CAFE,SANTAROSA,132
2395,2022-09-10,BORRACHA,PILAO,142
2396,2022-10-05,FARINHA,PILAO,80
2397,2022-12-18,PAPEL,XOQUE,104
2398,2022-04-07,PLASTICO,PILAO,142
2399,2022-07-31,CAFE,CHIMBALAIE,99
2400,2022-01-24,PLASTICO,XOQUE,135
2401,2022-10-30,FARINHA,DOLLY,65
2402,2022-11-19,CANETA,CHIMBALAIE,120
2403,2022-11-28,FARINHA,DOLLY,143
2404,2022-07-30,PLASTICO,ACALME,148
2405,2022-12-16,FARINHA,MACAXEIRA,84
2406,2022-06-14,PLASTICO,DOLLY,78
2407,2022-07-07,CAFE,ACALME,133
2408,2022-12-28,PLASTICO,ACALME,77
2409,2022-12-12,SAL,ACALME,130
2410,2022-03-09,PLASTICO,CHIMBALAIE,53
2411,2022-11-04,SABAO,XOQUE,122
2412,2022-10-04,BORRACHA,PILAO,137
2413,2022-07-20,PAPEL,ACALME,147
2414,2022-08-07,ADESIVO,PILAO,128
2415,2022-02-18,PLASTICO,CHIMBALAIE,92
2416,2022-12-17,PAPEL,MACAXEIRA,127
2417,2022-05-08,SAL,MACAXEIRA,113
2418,2022-10-02,CANETA,XOQUE,57
2419,2022-02-13,SAL,CHIMBALAIE,129
2420,2022-06-07,CAFE,SANTAROSA,123
2421,2022-06-10,FARINHA,SANTAROSA,57
2422,2022-01-02,CANETA,SANTAROSA,98
2423,2022-10-26,BORRACHA,MACAXEIRA,89
2424,2022-07-14,PAPEL,DOLLY,128
2425,2022-06-14,PAPEL,DOLLY,119
2426,2022-02-26,FARINHA,SANTAROSA,132
2427,2022-10-24,ADESIVO,XOQUE,107
2428,2022-07-18,PAPEL,ACALME,148
2429,2022-01-07,CAFE,XOQUE,125
2430,2022-09-24,CANETA,PILAO,100
2431,2023-01-16,SAL,XOQUE,137
2432,2022-08-09,PAPEL,DOLLY,140
2433,2022-02-03,PAPEL,MACAXEIRA,128
2434,2023-01-24,CANETA,SANTAROSA,104
2435,2022-01-25,ADESIVO,MACAXEIRA,87
2436,2022-12-05,PLASTICO,MACAXEIRA,76
2437,2022-08-04,CANETA,CHIMBALAIE,128
2438,2022-09-03,FARINHA,ACALME,122
2439,2022-02-08,ADESIVO,ACALME,140
2440,2022-01-11,ADESIVO,CHIMBALAIE,141
2441,2022-02-21,BORRACHA,ACALME,86
2442,2023-01-26,CAFE,MACAXEIRA,130
2443,2022-01-29,CANETA,XOQUE,123
2444,2022-11-28,SABAO,PILAO,109
2445,2022-02-20,ADESIVO,ACALME,85
2446,2022-01-03,FARINHA,PILAO,124
2447,2022-08-31,BORRACHA,ACALME,137
2448,2022-09-19,PLASTICO,PILAO,130
2449,2022-10-15,CANETA,CHIMBALAIE,101
2450,2022-05-01,CAFE,MACAXEIRA,147
2451,2022-06-14,SABAO,CHIMBALAIE,71
2452,2023-01-01,SABAO,ACALME,147
2453,2022-07-23,SABAO,SANTAROSA,85
2454,2022-08-13,FARINHA,CHIMBALAIE,72
2455,2022-06-15,FARINHA,DOLLY,58
2456,2022-01-22,CAFE,XOQUE,63
2457,2022-11-17,PAPEL,SANTAROSA,59
2458,2022-05-23,PAPEL,MACAXEIRA,116
2459,2022-10-21,PLASTICO,CHIMBALAIE,99
2460,2023-01-15,CAFE,MACAXEIRA,72
2461,2022-12-25,CAFE,SANTAROSA,141
2462,2022-02-04,PLASTICO,MACAXEIRA,132
2463,2022-06-08,CANETA,DOLLY,51
2464,2023-01-18,CAFE,DOLLY,142
2465,2022-07-10,CANETA,ACALME,141
2466,2022-10-26,CAFE,PILAO,131
2467,2022-02-16,BORRACHA,ACALME,133
2468,2022-12-22,ADESIVO,XOQUE,133
2469,2022-09-20,PAPEL,MACAXEIRA,97
2470,2022-12-24,ADESIVO,ACALME,110
2471,2022-06-10,SAL,PILAO,86
2472,2022-02-23,SAL,DOLLY,127
2473,2022-07-16,CANETA,CHIMBALAIE,107
2474,2022-05-18,PAPEL,MACAXEIRA,144
2475,2022-04-17,BORRACHA,PILAO,95
2476,2022-06-16,ADESIVO,SANTAROSA,132
2477,2022-03-22,SAL,CHIMBALAIE,146
2478,2022-04-04,CANETA,XOQUE,136
2479,2022-01-27,SABAO,SANTAROSA,106
2480,2022-03-18,CANETA,SANTAROSA,50
2481,2022-05-30,ADESIVO,ACALME,97
2482,2022-07-11,PAPEL,XOQUE,110
2483,2022-04-11,ADESIVO,MACAXEIRA,132
2484,2023-01-01,SAL,PILAO,72
2485,2022-02-01,FARINHA,MACAXEIRA,85
2486,2022-05-09,CAFE,PILAO,90
2487,2022-08-04,PAPEL,ACALME,54
2488,2022-02-04,PAPEL,CHIMBALAIE,141
2489,2022-04-27,SAL,DOLLY,101
2490,2022-08-20,PLASTICO,XOQUE,91
2491,2022-09-24,SAL,CHIMBALAIE,73
2492,2022-05-08,SAL,PILAO,137
2493,2022-08-07,ADESIVO,DOLLY,108
2494,2022-11-21,SABAO,XOQUE,77
2495,2022-12-14,BORRACHA,MACAXEIRA,124
2496,2022-11-09,SAL,PILAO,86
2497,2022-12-29,PAPEL,XOQUE,78
2498,2022-07-12,SABAO,XOQUE,77
2499,2022-01-12,PLASTICO,ACALME,75
2500,2022-06-21,BORRACHA,ACALME,146
2501,2022-08-07,ADESIVO,CHIMBALAIE,127
2502,2022-02-15,FARINHA,SANTAROSA,73
2503,2022-03-14,CANETA,CHIMBALAIE,140
2504,2022-04-26,ADESIVO,CHIMBALAIE,69
2505,2022-05-22,ADESIVO,DOLLY,76
2506,2022-03-18,ADESIVO,XOQUE,102
2507,2022-03-05,SABAO,CHIMBALAIE,74
2508,2022-01-12,SABAO,SANTAROSA,72
2509,2022-11-25,PLASTICO,PILAO,140
2510,2022-05-28,SABAO,SANTAROSA,77
2511,2022-11-25,ADESIVO,CHIMBALAIE,66
2512,2022-06-28,SABAO,ACALME,51
2513,2022-02-05,CANETA,CHIMBALAIE,136
2514,2022-02-14,FARINHA,ACALME,112
2515,2022-01-14,PAPEL,XOQUE,121
2516,2022-01-20,PLASTICO,CHIMBALAIE,96
2517,2022-06-08,SAL,ACALME,76
2518,2022-03-02,CANETA,PILAO,96
2519,2022-05-16,BORRACHA,DOLLY,57
2520,2022-05-24,BORRACHA,DOLLY,83
2521,2022-11-11,SAL,SANTAROSA,87
2522,2022-12-26,PAPEL,XOQUE,65
2523,2022-03-08,SAL,CHIMBALAIE,81
2524,2022-06-25,SABAO,PILAO,84
2525,2022-04-28,SABAO,CHIMBALAIE,106
2526,2022-01-31,BORRACHA,DOLLY,55
2527,2022-10-17,PLASTICO,DOLLY,68
2528,2023-01-12,SAL,SANTAROSA,95
2529,2022-02-28,CANETA,MACAXEIRA,147
2530,2022-09-16,SABAO,PILAO,112
2531,2022-04-25,BORRACHA,XOQUE,67
2532,2022-02-10,SAL,XOQUE,95
2533,2022-01-16,FARINHA,DOLLY,83
2534,2022-04-26,SABAO,CHIMBALAIE,135
2535,2022-02-26,SAL,PILAO,82
2536,2022-04-13,CANETA,SANTAROSA,71
2537,2022-05-10,FARINHA,ACALME,117
2538,2022-07-01,PAPEL,XOQUE,85
2539,2022-06-01,BORRACHA,DOLLY,80
2540,2023-01-12,ADESIVO,SANTAROSA,72
2541,2023-01-10,PLASTICO,DOLLY,97
2542,2022-10-11,PLASTICO,SANTAROSA,141
2543,2022-03-12,PLASTICO,SANTAROSA,84
2544,2022-01-04,BORRACHA,SANTAROSA,125
2545,2022-09-05,BORRACHA,XOQUE,147
2546,2022-10-02,FARINHA,ACALME,82
2547,2022-06-13,BORRACHA,ACALME,113
2548,2022-11-16,PAPEL,ACALME,141
2549,2022-12-19,ADESIVO,XOQUE,87
2550,2022-10-17,CAFE,SANTAROSA,83
2551,2022-10-30,CAFE,DOLLY,144
2552,2022-10-27,PLASTICO,SANTAROSA,102
2553,2022-03-03,PLASTICO,MACAXEIRA,84
2554,2022-09-06,FARINHA,ACALME,54
2555,2022-10-05,SABAO,XOQUE,51
2556,2022-08-24,PLASTICO,XOQUE,66
2557,2023-01-09,SABAO,CHIMBALAIE,60
2558,2022-08-28,BORRACHA,MACAXEIRA,124
2559,2022-02-08,SAL,PILAO,70
2560,2022-09-30,PLASTICO,XOQUE,86
2561,2022-08-18,PLASTICO,PILAO,52
2562,2022-06-03,CAFE,PILAO,133
2563,2022-05-01,CAFE,PILAO,126
2564,2022-09-26,SABAO,XOQUE,60
2565,2022-03-15,CANETA,SANTAROSA,144
2566,2022-01-05,PLASTICO,ACALME,125
2567,2022-05-22,SABAO,SANTAROSA,68
2568,2022-05-08,FARINHA,XOQUE,118
2569,2022-08-19,SABAO,DOLLY,114
2570,2022-04-24,ADESIVO,DOLLY,112
2571,2022-09-20,PLASTICO,SANTAROSA,136
2572,2022-06-13,CANETA,CHIMBALAIE,90
2573,2022-04-11,SABAO,DOLLY,72
2574,2022-02-21,PAPEL,DOLLY,59
2575,2022-07-23,CAFE,XOQUE,66
2576,2022-11-04,PAPEL,SANTAROSA,107
2577,2022-10-01,FARINHA,MACAXEIRA,80
2578,2022-01-01,FARINHA,CHIMBALAIE,133
2579,2022-05-13,SAL,ACALME,92
2580,2022-08-08,SAL,ACALME,133
2581,2022-01-04,CAFE,XOQUE,144
2582,2022-03-05,CAFE,MACAXEIRA,87
2583,2022-10-14,ADESIVO,DOLLY,78
2584,2022-06-12,FARINHA,DOLLY,59
2585,2022-01-26,BORRACHA,SANTAROSA,76
2586,2022-02-08,CANETA,ACALME,121
2587,2022-11-04,FARINHA,ACALME,79
2588,2022-07-02,SAL,ACALME,88
2589,2023-01-27,CANETA,XOQUE,148
2590,2023-01-26,CANETA,CHIMBALAIE,90
2591,2022-11-19,CAFE,MACAXEIRA,92
2592,2022-10-02,SAL,DOLLY,81
2593,2022-12-19,PAPEL,DOLLY,99
2594,2022-12-20,PAPEL,DOLLY,135
2595,2022-10-28,BORRACHA,SANTAROSA,66
2596,2022-05-02,PAPEL,PILAO,130
2597,2022-10-16,CANETA,PILAO,109
2598,2022-02-25,BORRACHA,DOLLY,139
2599,2022-05-21,PLASTICO,SANTAROSA,106
2600,2022-01-09,PAPEL,CHIMBALAIE,106
2601,2022-06-01,SAL,ACALME,82
2602,2022-07-06,FARINHA,XOQUE,137
2603,2022-07-27,SAL,PILAO,101
2604,2022-12-20,SABAO,XOQUE,104
2605,2022-07-23,ADESIVO,ACALME,62
2606,2023-01-23,CANETA,CHIMBALAIE,76
2607,2022-12-28,BORRACHA,SANTAROSA,70
2608,2022-10-06,SAL,PILAO,56
2609,2022-09-27,CAFE,SANTAROSA,50
2610,2022-03-28,CANETA,CHIMBALAIE,125
2611,2022-05-27,CANETA,PILAO,118
2612,2022-09-10,PLASTICO,DOLLY,56
2613,2022-02-28,CAFE,SANTAROSA,63
2614,2022-04-02,PAPEL,ACALME,115
2615,2023-01-05,CANETA,ACALME,140
2616,2023-01-01,CAFE,XOQUE,110
2617,2022-09-19,FARINHA,ACALME,63
2618,2022-07-03,BORRACHA,MACAXEIRA,70
2619,2022-10-21,PAPEL,DOLLY,106
2620,2022-01-11,FARINHA,DOLLY,50
2621,2022-12-30,CAFE,DOLLY,54
2622,2022-09-16,CAFE,ACALME,148
2623,2022-06-20,CANETA,XOQUE,110
2624,2022-04-22,SABAO,PILAO,75
2625,2022-10-20,SAL,DOLLY,103
2626,2022-06-30,ADESIVO,CHIMBALAIE,106
2627,2022-09-03,SAL,XOQUE,68
2628,2022-05-17,BORRACHA,CHIMBALAIE,148
2629,2022-10-22,CANETA,DOLLY,125
2630,2022-08-22,PLASTICO,MACAXEIRA,133
2631,2022-06-25,FARINHA,ACALME,95
2632,2022-01-04,ADESIVO,CHIMBALAIE,52
2633,2022-10-02,CANETA,CHIMBALAIE,128
2634,2022-11-11,FARINHA,PILAO,72
2635,2022-06-17,CAFE,XOQUE,107
2636,2022-09-24,ADESIVO,MACAXEIRA,108
2637,2022-09-09,BORRACHA,SANTAROSA,74
2638,2022-11-13,PAPEL,ACALME,128
2639,2022-08-25,BORRACHA,MACAXEIRA,52
2640,2023-01-16,FARINHA,XOQUE,97
2641,2022-07-11,CAFE,CHIMBALAIE,133
2642,2022-10-12,PLASTICO,XOQUE,142
2643,2022-05-20,CAFE,XOQUE,62
2644,2022-04-12,FARINHA,MACAXEIRA,128
2645,2022-08-25,SABAO,MACAXEIRA,56
2646,2022-04-12,CAFE,CHIMBALAIE,60
2647,2023-01-24,CANETA,MACAXEIRA,76
2648,2022-04-05,ADESIVO,PILAO,132
2649,2022-12-08,SABAO,SANTAROSA,106
2650,2022-04-08,BORRACHA,SANTAROSA,86
2651,2022-09-12,ADESIVO,MACAXEIRA,109
2652,2022-10-23,PLASTICO,SANTAROSA,81
2653,2022-06-12,SABAO,XOQUE,62
2654,2022-06-08,PAPEL,MACAXEIRA,144
2655,2022-10-20,SABAO,MACAXEIRA,124
2656,2022-11-26,BORRACHA,XOQUE,114
2657,2022-07-02,PAPEL,PILAO,100
2658,2022-08-31,FARINHA,CHIMBALAIE,56
2659,2022-12-04,PLASTICO,SANTAROSA,70
2660,2022-04-10,CAFE,DOLLY,84
2661,2022-12-25,PAPEL,SANTAROSA,139
2662,2022-10-19,CANETA,SANTAROSA,77
2663,2022-06-13,ADESIVO,ACALME,52
2664,2022-02-17,PAPEL,ACALME,70
2665,2022-08-30,PLASTICO,MACAXEIRA,143
2666,2022-08-25,PAPEL,PILAO,144
2667,2022-06-24,PLASTICO,XOQUE,87
2668,2022-04-30,SAL,XOQUE,140
2669,2023-01-06,FARINHA,MACAXEIRA,91
2670,2022-03-24,ADESIVO,CHIMBALAIE,80
2671,2022-11-06,CAFE,CHIMBALAIE,134
2672,2022-12-19,PAPEL,SANTAROSA,72
2673,2022-06-24,PLASTICO,DOLLY,52
2674,2022-05-05,BORRACHA,SANTAROSA,70
2675,2022-12-17,FARINHA,PILAO,120
2676,2022-10-20,PAPEL,PILAO,108
2677,2022-04-06,CANETA,DOLLY,113
2678,2022-02-13,PAPEL,XOQUE,66
2679,2022-06-18,FARINHA,CHIMBALAIE,147
2680,2022-03-02,SAL,PILAO,55
2681,2022-09-20,FARINHA,ACALME,53
2682,2022-07-16,FARINHA,XOQUE,91
2683,2022-07-17,PLASTICO,ACALME,115
2684,2022-02-12,SABAO,PILAO,56
2685,2022-12-27,SABAO,CHIMBALAIE,96
2686,2022-09-16,PAPEL,DOLLY,77
2687,2022-08-15,FARINHA,DOLLY,78
2688,2022-03-11,SAL,SANTAROSA,115
2689,2022-02-21,SAL,ACALME,94
